ros_time_s,Lecturas_ValidasRojo
1762169075.8961,4.0000
1762169076.0492,3.0000
1762169076.2224,3.0000
1762169076.3997,3.0000
1762169076.5494,1.0000
1762169076.7323,2.0000
1762169076.8989,2.0000
1762169077.0464,2.0000
1762169077.2150,2.0000
1762169077.4050,2.0000
1762169077.5691,1.0000
1762169077.7225,1.0000
1762169077.8841,2.0000
1762169078.0657,2.0000
1762169078.2205,2.0000
1762169078.3829,2.0000
1762169078.5748,2.0000
1762169078.7278,1.0000
1762169078.8950,2.0000
1762169079.0735,1.0000
1762169079.2261,2.0000
1762169079.4066,1.0000
1762169079.5613,1.0000
1762169079.7340,1.0000
1762169079.8862,1.0000
1762169080.0738,1.0000
1762169080.2348,1.0000
1762169080.3999,0.0000
1762169080.5752,0.0000
1762169080.7266,0.0000
1762169080.8967,0.0000
1762169081.0748,0.0000
1762169081.2414,0.0000
1762169081.3947,0.0000
1762169081.5753,0.0000
1762169081.7285,0.0000
1762169081.9038,0.0000
1762169082.0763,0.0000
1762169082.2278,0.0000
1762169082.4009,0.0000
1762169082.5557,0.0000
1762169082.7376,0.0000
1762169082.9035,0.0000
1762169083.0746,0.0000
1762169083.2250,0.0000
1762169083.4023,0.0000
1762169083.5691,0.0000
1762169083.7360,0.0000
1762169083.9092,0.0000
1762169084.0499,0.0000
1762169084.2290,0.0000
1762169084.4087,0.0000
1762169084.5634,0.0000
1762169084.7373,0.0000
1762169084.8872,0.0000
1762169085.0684,0.0000
1762169085.2240,0.0000
1762169085.4012,0.0000
1762169085.5562,0.0000
1762169085.7370,0.0000
1762169085.8914,0.0000
1762169086.0788,0.0000
1762169086.2446,0.0000
1762169086.4015,0.0000
1762169086.5716,0.0000
1762169086.7253,0.0000
1762169086.9051,0.0000
1762169087.0646,0.0000
1762169087.2355,0.0000
1762169087.3869,0.0000
1762169087.5574,0.0000
1762169087.7357,0.0000
1762169087.9097,0.0000
1762169088.0645,0.0000
1762169088.2345,0.0000
1762169088.3919,0.0000
1762169088.5699,0.0000
1762169088.7247,0.0000
