ros_time_s,imu_heading
1762172651.9885,358.4370
1762172652.2002,358.5000
1762172652.4118,358.5000
1762172652.6228,358.6870
1762172652.8351,358.8120
1762172653.0477,358.8120
1762172653.2595,358.5620
1762172653.4939,358.5000
1762172653.7037,358.4370
1762172653.9167,358.4370
1762172654.1291,358.4370
1762172654.3421,358.3750
1762172654.5552,358.4370
1762172654.7655,358.3750
1762172654.9781,358.0620
1762172655.1781,357.9370
1762172655.3898,357.8120
1762172655.6015,357.6250
1762172655.8130,357.4370
1762172656.0264,357.3120
1762172656.2383,357.3750
1762172656.4485,357.1250
1762172656.6503,356.8750
1762172656.8700,356.7500
1762172657.0826,356.3120
1762172657.2971,356.1870
1762172657.5078,355.7500
1762172657.7178,355.3120
1762172657.9289,354.8120
1762172658.1313,354.1250
1762172658.3711,353.5000
1762172658.5819,352.8120
1762172658.7962,352.0000
1762172658.9984,351.4370
1762172659.2102,351.0000
1762172659.4222,350.7500
1762172659.6338,350.2500
1762172659.8492,349.6870
1762172660.0567,349.2500
1762172660.2693,348.8750
1762172660.4823,348.6870
1762172660.6957,348.8120
1762172660.9073,348.8750
1762172661.1156,348.9370
1762172661.3279,348.9370
1762172661.5413,348.9370
1762172661.7515,349.1870
1762172661.9627,349.5620
1762172662.2058,350.0000
1762172662.4067,350.3750
1762172662.6077,350.7500
1762172662.8080,351.2500
1762172663.0086,351.9370
1762172663.2204,352.4370
1762172663.4322,352.7500
1762172663.6452,353.4370
1762172663.8552,354.3120
1762172664.0666,355.3750
1762172664.2839,356.5000
1762172664.4950,357.2500
1762172664.7070,357.7500
1762172664.9188,358.2500
1762172665.1306,358.6250
1762172665.3442,358.9370
1762172665.5533,359.1870
1762172665.7653,359.5620
1762172665.9930,359.7500
1762172666.2026,0.0000
1762172666.4146,0.2500
1762172666.6257,0.6870
1762172666.8551,1.1250
1762172667.0579,1.7500
1762172667.2572,2.5630
1762172667.4979,3.2500
1762172667.7255,3.9380
1762172667.9370,4.6250
1762172668.1481,5.3120
1762172668.3587,6.0620
1762172668.5712,6.7500
1762172668.7820,7.0000
1762172668.9949,7.2500
1762172669.2055,7.3750
1762172669.4175,7.4370
1762172669.6284,7.3120
1762172669.8413,7.3120
1762172670.0524,7.3120
1762172670.2648,7.2500
1762172670.4772,7.1250
1762172670.6875,6.5620
1762172670.8992,6.3750
1762172671.1212,6.0620
1762172671.3336,5.3750
1762172671.5479,4.8120
1762172671.7561,4.5620
1762172671.9666,4.1250
1762172672.1796,3.7500
1762172672.3928,3.6250
1762172672.6024,3.1250
1762172672.8044,2.4380
1762172673.0345,1.5000
1762172673.2458,0.3120
1762172673.4657,359.3120
1762172673.6775,358.6250
1762172673.8896,357.6870
1762172674.1013,356.6870
1762172674.3134,355.7500
1762172674.5493,354.8750
1762172674.7605,354.0000
1762172674.9727,353.3750
1762172675.2000,352.8120
1762172675.4125,352.2500
1762172675.6244,351.6870
1762172675.8364,351.0620
1762172676.0479,350.5620
1762172676.2592,350.2500
1762172676.4719,349.9370
1762172676.6849,349.6870
1762172676.8980,349.3120
1762172677.1067,349.0000
1762172677.3184,349.0620
1762172677.5307,349.0000
1762172677.7452,349.1250
1762172677.9549,349.2500
1762172678.1670,349.5000
1762172678.3784,349.8120
1762172678.5901,350.0000
1762172678.8025,350.2500
1762172679.0136,350.8750
1762172679.2243,351.8120
1762172679.4350,352.5000
1762172679.6481,353.0000
1762172679.8600,353.4370
1762172680.0702,353.8120
1762172680.2735,354.2500
1762172680.4844,354.6250
1762172680.6974,354.7500
1762172680.9013,354.8750
1762172681.1130,355.3750
1762172681.3263,355.8750
1762172681.5510,356.3120
