ros_time_s,Lecturas_ValidasVerde
1762172609.9616,20.0000
1762172610.1262,22.0000
1762172610.2841,21.0000
1762172610.4671,22.0000
1762172610.6304,21.0000
1762172610.7888,21.0000
1762172610.9433,20.0000
1762172611.0992,22.0000
1762172611.2760,20.0000
1762172611.4308,20.0000
1762172611.5994,23.0000
1762172611.7510,20.0000
1762172611.9297,22.0000
1762172612.0807,20.0000
1762172612.2480,20.0000
1762172612.4173,21.0000
1762172612.5692,19.0000
1762172612.7309,21.0000
1762172612.8948,19.0000
1762172613.0724,18.0000
1762172613.2268,18.0000
1762172613.4039,20.0000
1762172613.5586,20.0000
1762172613.7131,19.0000
1762172613.8951,19.0000
1762172614.0483,22.0000
1762172614.2027,20.0000
1762172614.3662,19.0000
1762172614.5448,20.0000
1762172614.7000,19.0000
1762172614.8624,19.0000
1762172615.0167,19.0000
1762172615.1971,18.0000
1762172615.3504,21.0000
1762172615.5165,22.0000
1762172615.6707,21.0000
1762172615.8568,19.0000
1762172616.0112,21.0000
1762172616.1648,21.0000
1762172616.3294,21.0000
1762172616.4971,21.0000
1762172616.6502,21.0000
1762172616.8214,21.0000
1762172616.9748,22.0000
1762172617.1451,23.0000
1762172617.3230,23.0000
1762172617.4820,23.0000
1762172617.6362,23.0000
1762172617.7995,20.0000
1762172617.9580,21.0000
1762172618.1309,20.0000
1762172618.2949,20.0000
1762172618.4481,22.0000
1762172618.6258,24.0000
1762172618.7803,20.0000
1762172618.9375,21.0000
1762172619.1157,20.0000
1762172619.2695,22.0000
1762172619.4246,21.0000
1762172619.5840,20.0000
1762172619.7517,22.0000
1762172619.9280,20.0000
1762172620.0936,20.0000
1762172620.2372,20.0000
1762172620.4167,21.0000
1762172620.5703,23.0000
1762172620.7257,21.0000
1762172620.9038,22.0000
1762172621.0615,19.0000
1762172621.2161,21.0000
1762172621.3973,20.0000
1762172621.5562,21.0000
1762172621.7209,20.0000
1762172621.8780,19.0000
1762172622.0570,20.0000
1762172622.2127,20.0000
1762172622.3663,22.0000
1762172622.5303,21.0000
1762172622.6998,22.0000
1762172622.8662,19.0000
1762172623.0204,21.0000
1762172623.1887,21.0000
1762172623.3502,19.0000
1762172623.5289,24.0000
1762172623.6720,19.0000
1762172623.8524,21.0000
1762172624.0200,20.0000
1762172624.1758,22.0000
1762172624.3302,21.0000
1762172624.5017,19.0000
1762172624.6632,19.0000
1762172624.8432,20.0000
1762172625.0061,23.0000
1762172625.1690,20.0000
1762172625.3370,22.0000
1762172625.4935,23.0000
1762172625.6544,21.0000
1762172625.8094,23.0000
1762172625.9886,21.0000
1762172626.1416,21.0000
1762172626.2969,23.0000
1762172626.4698,21.0000
1762172626.6266,21.0000
1762172626.7908,23.0000
1762172626.9682,26.0000
1762172627.1281,23.0000
1762172627.2881,24.0000
1762172627.4504,23.0000
1762172627.6141,23.0000
1762172627.7775,21.0000
1762172627.9327,24.0000
1762172628.1033,21.0000
1762172628.2678,22.0000
1762172628.4229,21.0000
1762172628.5857,21.0000
1762172628.7401,22.0000
1762172628.9089,24.0000
1762172629.0624,24.0000
1762172629.2428,23.0000
1762172629.4010,24.0000
1762172629.5643,22.0000
1762172629.7195,21.0000
1762172629.8990,23.0000
1762172630.0622,19.0000
1762172630.2183,21.0000
1762172630.3850,20.0000
1762172630.5383,23.0000
1762172630.7168,21.0000
1762172630.8714,20.0000
1762172631.0255,25.0000
1762172631.2029,23.0000
1762172631.3552,23.0000
1762172631.5310,23.0000
1762172631.6864,25.0000
1762172631.8497,22.0000
1762172632.0079,24.0000
1762172632.1710,21.0000
1762172632.3474,26.0000
1762172632.5014,24.0000
1762172632.6586,21.0000
1762172632.8113,25.0000
1762172632.9922,21.0000
1762172633.1460,22.0000
1762172633.3001,22.0000
1762172633.4845,21.0000
1762172633.6480,23.0000
1762172633.7918,21.0000
1762172633.9717,22.0000
1762172634.1312,23.0000
1762172634.2848,20.0000
1762172634.4632,20.0000
1762172634.6128,21.0000
1762172634.7882,22.0000
1762172634.9479,23.0000
1762172635.1009,23.0000
1762172635.2647,21.0000
1762172635.4418,23.0000
1762172635.5995,23.0000
1762172635.7545,19.0000
1762172635.9308,22.0000
1762172636.0854,25.0000
1762172636.2378,25.0000
1762172636.4003,20.0000
1762172636.5629,21.0000
1762172636.7290,23.0000
1762172636.8875,22.0000
1762172637.0474,22.0000
1762172637.2282,22.0000
1762172637.3791,24.0000
1762172637.5434,23.0000
1762172637.7216,22.0000
1762172637.8749,22.0000
1762172638.0300,24.0000
1762172638.2062,21.0000
1762172638.3616,25.0000
1762172638.5405,22.0000
1762172638.6886,23.0000
1762172638.8532,24.0000
1762172639.0266,24.0000
1762172639.1824,23.0000
1762172639.3414,21.0000
1762172639.5195,21.0000
1762172639.6676,22.0000
1762172639.8466,24.0000
1762172640.0012,24.0000
1762172640.1750,22.0000
1762172640.3225,23.0000
1762172640.5004,24.0000
1762172640.6530,24.0000
1762172640.8330,24.0000
1762172640.9775,23.0000
1762172641.1408,24.0000
1762172641.3069,22.0000
1762172641.4885,23.0000
1762172641.6427,24.0000
1762172641.7933,24.0000
1762172641.9728,24.0000
1762172642.1259,25.0000
1762172642.2945,24.0000
1762172642.4493,26.0000
1762172642.6218,25.0000
1762172642.7758,24.0000
1762172642.9547,23.0000
1762172643.1259,22.0000
1762172643.2790,23.0000
1762172643.4363,23.0000
1762172643.6019,23.0000
1762172643.7667,23.0000
1762172643.9320,22.0000
1762172644.0911,24.0000
1762172644.2650,21.0000
1762172644.4191,21.0000
1762172644.5978,19.0000
1762172644.7603,21.0000
1762172644.9132,21.0000
1762172645.0690,18.0000
1762172645.2464,23.0000
1762172645.4007,19.0000
1762172645.5643,17.0000
1762172645.7364,18.0000
1762172645.8941,21.0000
1762172646.0577,20.0000
1762172646.2114,21.0000
1762172646.3830,20.0000
1762172646.5445,19.0000
1762172646.7207,23.0000
1762172646.8835,20.0000
1762172647.0375,19.0000
1762172647.2148,17.0000
1762172647.3737,21.0000
1762172647.5372,21.0000
1762172647.6915,19.0000
1762172647.8661,20.0000
1762172648.0180,20.0000
1762172648.1770,19.0000
1762172648.3512,18.0000
1762172648.5203,18.0000
1762172648.6734,17.0000
1762172648.8462,17.0000
1762172649.0009,17.0000
1762172649.1742,14.0000
1762172649.3286,14.0000
1762172649.4991,15.0000
1762172649.6526,14.0000
1762172649.8099,15.0000
1762172649.9766,15.0000
1762172650.1332,14.0000
1762172650.3105,17.0000
1762172650.4742,16.0000
1762172650.6309,12.0000
1762172650.7863,15.0000
1762172650.9630,14.0000
1762172651.1186,14.0000
1762172651.2716,15.0000
1762172651.4447,12.0000
1762172651.6101,13.0000
1762172651.7595,14.0000
1762172651.9298,13.0000
1762172652.0928,16.0000
1762172652.2628,14.0000
1762172652.4321,11.0000
1762172652.5942,12.0000
1762172652.7464,14.0000
1762172652.9014,13.0000
1762172653.0721,15.0000
1762172653.2358,16.0000
1762172653.3924,14.0000
1762172653.5628,12.0000
1762172653.7190,15.0000
1762172653.8846,16.0000
1762172654.0390,15.0000
1762172654.2063,17.0000
1762172654.3690,16.0000
1762172654.5231,17.0000
1762172654.7015,16.0000
1762172654.8503,17.0000
1762172655.0165,16.0000
1762172655.1799,15.0000
1762172655.3465,17.0000
1762172655.5130,16.0000
1762172655.6680,16.0000
1762172655.8239,17.0000
1762172656.0017,15.0000
1762172656.1612,16.0000
1762172656.3155,16.0000
1762172656.4865,15.0000
1762172656.6407,15.0000
1762172656.8001,18.0000
1762172656.9799,18.0000
1762172657.1300,19.0000
1762172657.2975,21.0000
1762172657.4668,19.0000
1762172657.6231,19.0000
1762172657.7719,20.0000
1762172657.9436,20.0000
1762172658.1038,20.0000
1762172658.2593,22.0000
1762172658.4377,23.0000
1762172658.5866,22.0000
1762172658.7637,20.0000
1762172658.9180,19.0000
1762172659.0729,19.0000
1762172659.2474,22.0000
1762172659.4025,20.0000
1762172659.5556,21.0000
1762172659.7346,19.0000
1762172659.8854,20.0000
1762172660.0589,19.0000
1762172660.2192,20.0000
1762172660.3740,19.0000
1762172660.5413,20.0000
1762172660.6991,19.0000
1762172660.8536,17.0000
1762172661.0291,16.0000
1762172661.1861,16.0000
1762172661.3409,18.0000
1762172661.5142,18.0000
1762172661.6705,16.0000
1762172661.8240,14.0000
1762172662.0070,15.0000
1762172662.1548,20.0000
1762172662.3184,15.0000
1762172662.4873,19.0000
1762172662.6421,18.0000
1762172662.7969,16.0000
1762172662.9748,18.0000
1762172663.1407,22.0000
1762172663.3018,20.0000
1762172663.4559,19.0000
1762172663.6110,20.0000
1762172663.7896,18.0000
1762172663.9350,19.0000
1762172664.1134,17.0000
1762172664.2592,17.0000
1762172664.4218,19.0000
1762172664.5942,17.0000
1762172664.7549,19.0000
1762172664.9052,20.0000
1762172665.0695,14.0000
1762172665.2310,17.0000
1762172665.3889,17.0000
1762172665.5571,15.0000
1762172665.7130,18.0000
1762172665.8776,16.0000
1762172666.0374,17.0000
1762172666.2142,16.0000
1762172666.3576,16.0000
1762172666.5230,15.0000
1762172666.6862,14.0000
1762172666.8498,14.0000
1762172667.0211,14.0000
1762172667.1758,15.0000
1762172667.3341,12.0000
1762172667.4966,13.0000
1762172667.6601,13.0000
1762172667.8387,17.0000
1762172667.9851,15.0000
1762172668.1632,14.0000
1762172668.3158,9.0000
1762172668.4733,16.0000
1762172668.6333,14.0000
1762172668.8110,13.0000
1762172668.9604,15.0000
1762172669.1417,16.0000
1762172669.2821,14.0000
1762172669.4481,13.0000
1762172669.6126,13.0000
1762172669.7888,15.0000
1762172669.9506,13.0000
1762172670.0977,12.0000
1762172670.2745,15.0000
1762172670.4302,16.0000
1762172670.5944,12.0000
1762172670.7612,13.0000
1762172670.9161,13.0000
1762172671.0831,13.0000
1762172671.2357,12.0000
1762172671.3882,15.0000
1762172671.5715,16.0000
1762172671.7146,14.0000
1762172671.8926,13.0000
1762172672.0586,13.0000
1762172672.2201,13.0000
1762172672.3839,13.0000
1762172672.5363,13.0000
1762172672.6899,16.0000
1762172672.8684,17.0000
1762172673.0304,16.0000
1762172673.1850,15.0000
1762172673.3396,17.0000
1762172673.5132,17.0000
1762172673.6803,20.0000
