ros_time_s,omega_1
1762170818.9519,-8.8510
1762170819.1842,-6.7130
1762170819.3862,-5.1910
1762170819.6001,-3.5570
1762170819.8114,-8.6450
1762170820.0233,-4.3070
1762170820.2365,0.6580
1762170820.4500,5.5410
1762170820.6593,10.4340
1762170820.8612,15.5430
1762170821.0950,18.3290
1762170821.3192,15.1630
1762170821.5303,18.6890
1762170821.7412,19.0180
1762170821.9622,22.4610
1762170822.1732,26.5530
1762170822.3752,22.8520
1762170822.5765,20.2920
1762170822.7883,15.4200
1762170823.0002,11.8120
1762170823.2123,13.4360
1762170823.4523,9.1490
1762170823.6519,11.7500
1762170823.8796,11.1740
1762170824.0795,9.2210
1762170824.2912,4.1940
1762170824.5032,8.4190
1762170824.7143,10.0330
1762170824.9254,5.0170
1762170825.1373,0.0100
1762170825.3498,-4.9030
1762170825.5602,-4.5750
1762170825.7734,0.4830
1762170825.9840,-3.8450
1762170826.1983,-8.7480
1762170826.4082,-8.4400
1762170826.6372,-7.4430
1762170826.8511,-7.8440
1762170827.0616,-12.8700
1762170827.2872,-10.5370
1762170827.5000,-8.9020
1762170827.7393,-8.3470
1762170827.9503,-11.6370
1762170828.1629,-8.7480
1762170828.3741,-3.8140
1762170828.5842,-8.1620
1762170828.7977,-9.9100
1762170829.0104,-4.9450
1762170829.2214,0.0000
1762170829.4342,4.9030
1762170829.6477,9.8070
1762170829.8582,9.4370
1762170830.0814,11.6880
1762170830.3060,11.1950
1762170830.5175,6.0860
1762170830.7292,1.0490
1762170830.9427,1.9840
1762170831.1547,-3.0940
1762170831.3653,-2.8170
1762170831.5781,2.1790
1762170831.7911,7.0110
1762170832.0041,11.8120
1762170832.2164,7.4220
1762170832.4280,3.7210
1762170832.6393,3.3510
1762170832.8520,5.5410
1762170833.0641,3.1350
1762170833.2771,1.4080
1762170833.4893,6.2400
1762170833.7000,3.8960
1762170833.9122,-1.1720
1762170834.1243,-6.1880
1762170834.3370,-3.8750
1762170834.5519,-2.3030
1762170834.7611,-7.3500
1762170834.9723,-5.0370
1762170835.1840,-0.2160
1762170835.3978,1.3570
1762170835.6073,1.4910
1762170835.8201,-0.9350
1762170836.0332,-5.9620
1762170836.2347,-10.1980
1762170836.4722,-6.4970
1762170836.6840,-9.4060
1762170836.8979,-4.3790
1762170837.1083,0.6680
1762170837.3202,5.6030
1762170837.5322,10.4550
1762170837.7553,11.6780
1762170837.9662,7.0010
1762170838.1677,11.4410
1762170838.3802,8.7890
1762170838.6050,11.2260
1762170838.8273,7.9260
1762170839.0603,5.4380
1762170839.2722,0.3390
1762170839.4841,-4.7290
1762170839.6988,-9.7970
1762170839.9092,-14.8440
1762170840.1214,-19.8810
1762170840.3372,-21.6190
1762170840.5522,-17.3220
1762170840.7643,-12.7880
1762170840.9861,-12.1820
1762170841.1986,-11.8530
1762170841.4104,-6.8770
1762170841.6231,-11.2770
1762170841.8444,-8.9130
1762170842.0552,-3.9990
1762170842.2674,0.9350
1762170842.4782,5.8080
1762170842.6900,3.4330
1762170842.9022,5.6640
1762170843.1151,10.5160
1762170843.3169,10.6400
1762170843.5512,10.6290
1762170843.7733,9.2620
1762170843.9841,8.8510
1762170844.2020,3.8550
1762170844.4401,4.7290
1762170844.6520,5.0060
1762170844.8632,9.8990
1762170845.0751,5.5100
1762170845.2869,5.8290
1762170845.4982,10.6810
1762170845.7101,8.2340
1762170845.9222,3.1250
1762170846.1342,3.4030
1762170846.3468,6.8770
1762170846.5572,5.1400
1762170846.7595,6.4760
1762170846.9753,2.7550
1762170847.1980,5.6740
1762170847.4098,0.6680
1762170847.6192,-4.2460
1762170847.8311,-9.1390
1762170848.0459,-14.0730
1762170848.2550,-15.4510
1762170848.4560,-14.5360
1762170848.6902,-13.2400
1762170848.8915,-17.6090
1762170849.1242,-14.0010
1762170849.3350,-10.3620
1762170849.5481,-10.0430
1762170849.7571,-5.1190
1762170849.9694,-8.1830
1762170850.1793,-3.2690
1762170850.3920,1.6450
1762170850.6040,6.4970
1762170850.8039,11.6370
1762170851.0309,9.0360
1762170851.2441,11.3490
1762170851.4513,11.0920
1762170851.6609,6.1170
1762170851.8739,1.2340
1762170852.0860,3.6190
1762170852.2902,7.4940
1762170852.5036,9.1590
1762170852.7023,10.7220
1762170852.9371,9.0460
1762170853.1520,9.3240
1762170853.3622,14.2380
1762170853.5730,15.8720
1762170853.7850,10.8860
1762170853.9971,5.9620
1762170854.2080,1.0490
1762170854.4212,-3.9170
1762170854.6329,-8.8200
1762170854.8461,-13.6820
1762170855.0479,-14.2580
1762170855.2481,-13.8060
1762170855.4512,-15.6660
1762170855.6632,-11.0300
1762170855.8731,-12.0070
1762170856.0841,-10.3110
1762170856.3230,-6.0750
1762170856.5342,-10.4030
1762170856.7355,-13.6930
1762170856.9740,-10.0950
1762170857.1849,-5.2120
1762170857.3981,-0.2980
1762170857.6081,-0.5960
1762170857.8202,-5.5610
1762170858.0329,-10.5570
1762170858.2542,-12.7370
1762170858.4882,-10.2590
1762170858.7016,-8.6250
1762170858.9122,-8.3880
1762170859.1230,-3.4640
1762170859.3341,1.4390
1762170859.5492,6.3120
1762170859.7601,11.1840
1762170859.9720,8.1310
1762170860.1747,11.4410
1762170860.4061,11.3900
1762170860.6077,16.1500
1762170860.8152,15.2550
1762170861.0372,12.4180
1762170861.2519,14.6080
1762170861.4507,17.0230
1762170861.6719,17.2290
1762170861.8830,14.8440
1762170862.1001,19.0490
1762170862.2989,21.2900
1762170862.5018,20.8370
1762170862.7131,16.5510
1762170862.9363,17.5070
1762170863.1494,17.8360
1762170863.3612,15.4710
1762170863.5729,18.4930
1762170863.7852,13.4560
1762170863.9972,13.7850
1762170864.2081,17.3930
1762170864.4201,15.6360
1762170864.6321,13.3120
1762170864.8632,12.2230
1762170865.0911,14.4120
1762170865.3004,14.7310
1762170865.5008,11.5240
1762170865.7411,13.2400
1762170865.9530,12.7680
1762170866.1529,15.2140
1762170866.3790,17.7940
1762170866.5911,17.3110
1762170866.8028,12.3050
1762170867.0038,11.7400
1762170867.2309,9.3960
1762170867.4323,7.1030
1762170867.6449,6.4660
1762170867.8580,4.8730
1762170868.0690,4.5130
1762170868.2811,-0.4520
1762170868.4949,-5.4280
1762170868.7065,-10.4130
1762170868.9091,-11.8010
1762170869.1220,-14.9780
1762170869.3390,-10.0330
1762170869.5518,-6.7950
1762170869.7639,-11.4410
1762170869.9749,-7.1650
1762170870.1871,-11.4620
1762170870.4191,-13.1070
1762170870.6311,-9.4880
1762170870.8340,-11.8730
1762170871.0539,-9.9610
1762170871.2563,-12.0170
1762170871.4890,-10.4130
1762170871.7019,-9.1490
1762170871.9141,-13.7650
1762170872.1391,-15.4710
1762170872.3422,-11.2460
1762170872.5550,-12.1920
1762170872.7670,-15.5740
1762170872.9693,-12.3360
1762170873.1812,-9.7350
1762170873.3931,-12.1400
1762170873.6059,-13.8160
1762170873.8080,-10.6190
1762170874.0105,-11.7090
1762170874.2510,-12.4180
1762170874.4618,-17.3420
1762170874.6739,-15.0700
1762170874.8851,-19.3980
1762170875.0980,-15.1110
1762170875.2992,-11.8530
1762170875.5259,-8.2750
1762170875.7371,-11.3080
1762170875.9498,-6.4150
1762170876.1601,-1.5730
1762170876.3721,3.2180
1762170876.5838,8.0390
1762170876.7970,12.8190
1762170877.0104,17.5580
1762170877.2200,17.1260
1762170877.4321,21.2900
1762170877.6458,16.9210
1762170877.8739,19.2130
1762170878.0862,24.1370
1762170878.3006,23.1300
1762170878.5115,24.7020
1762170878.7209,19.6760
1762170878.9329,14.6690
1762170879.1465,9.6940
1762170879.3558,4.6770
1762170879.5667,-0.3190
1762170879.7789,-5.2940
1762170879.9910,-10.2700
1762170880.2041,-9.9610
1762170880.4413,-14.1960
1762170880.6518,-19.1410
1762170880.8631,-16.8490
1762170881.0751,-21.1250
1762170881.2871,-20.8780
1762170881.5008,-21.1970
1762170881.7110,-24.8460
1762170881.9229,-19.8400
1762170882.1341,-14.9060
1762170882.3459,-10.0130
1762170882.5581,-5.0680
1762170882.7689,-0.1340
1762170882.9808,4.6460
1762170883.1944,9.4990
1762170883.4076,14.3610
1762170883.6178,19.2750
1762170883.8502,17.9280
1762170884.0597,16.3240
1762170884.2621,19.7580
1762170884.4739,23.2320
1762170884.6871,23.2320
1762170884.8902,22.5640
1762170885.1207,18.9460
1762170885.3329,23.2630
1762170885.5447,24.8460
1762170885.7548,19.8090
1762170885.9667,24.1060
1762170886.1780,28.9480
1762170886.3881,33.8520
1762170886.6018,35.0850
1762170886.8131,30.4180
1762170887.0237,25.4840
1762170887.2350,20.5190
1762170887.4500,15.5740
1762170887.6577,11.8940
1762170887.8688,13.5080
1762170888.0819,15.8100
1762170888.2971,20.7040
1762170888.5084,25.5660
1762170888.7189,25.1340
1762170888.9301,20.0870
1762170889.1410,15.1010
1762170889.3544,15.3790
1762170889.5639,15.0190
1762170889.7769,19.2950
1762170889.9810,23.1500
1762170890.2020,27.3340
1762170890.4022,23.4170
1762170890.6391,21.7930
1762170890.8512,16.7770
1762170891.0514,13.3330
1762170891.2890,11.7190
1762170891.5012,6.7230
1762170891.7062,4.1220
1762170891.9176,1.1620
1762170892.1299,6.1060
1762170892.3558,9.7250
1762170892.5678,13.8980
1762170892.7889,13.4770
1762170893.0011,13.7540
1762170893.2109,13.3430
1762170893.4228,8.3680
1762170893.6349,8.6450
1762170893.8470,6.2910
1762170894.0597,1.1620
1762170894.2709,-3.8960
1762170894.4841,-8.9540
1762170894.6959,-13.9500
1762170894.9084,-12.9420
1762170895.1179,-17.9690
1762170895.3299,-13.7240
1762170895.5533,-10.8040
1762170895.7626,-5.8700
1762170895.9747,-1.0380
1762170896.1868,3.8960
1762170896.4013,8.8300
1762170896.6120,13.7540
1762170896.8241,18.6780
1762170897.0359,23.6030
1762170897.2479,28.4850
1762170897.4599,33.4400
1762170897.6619,36.6370
1762170897.8829,33.9950
1762170898.0950,29.0200
