ros_time_s,Error_Distancia
1762170895.3494,-0.0167
1762170895.4082,0.0110
1762170895.4493,0.0110
1762170895.5001,0.0110
1762170895.5588,0.0041
1762170895.5992,0.0041
1762170895.6492,0.0041
1762170895.6997,0.0041
1762170895.7610,0.0399
1762170895.7996,0.0399
1762170895.8497,0.0399
1762170895.9113,0.0438
1762170895.9495,0.0438
1762170895.9995,0.0438
1762170896.0605,0.0553
1762170896.0995,0.0553
1762170896.1494,0.0553
1762170896.1992,0.0553
1762170896.2613,0.0779
1762170896.2998,0.0779
1762170896.3497,0.0779
1762170896.4111,0.1012
1762170896.4491,0.1012
1762170896.4997,0.1012
1762170896.5599,0.0669
1762170896.6000,0.0669
1762170896.6496,0.0669
1762170896.7097,0.0584
1762170896.7503,0.0584
1762170896.7990,0.0584
1762170896.8497,0.0584
1762170896.9112,0.0517
1762170896.9487,0.0517
1762170896.9990,0.0517
1762170897.0596,0.0734
1762170897.0987,0.0734
1762170897.1494,0.0734
1762170897.2101,0.0658
1762170897.2492,0.0658
1762170897.2993,0.0658
1762170897.3606,0.1014
1762170897.3991,0.1014
1762170897.4495,0.1014
1762170897.4996,0.1014
1762170897.5614,0.1060
1762170897.5994,0.1060
1762170897.6492,0.1060
1762170897.7119,0.0395
1762170897.7496,0.0395
1762170897.7996,0.0395
1762170897.8612,0.0438
1762170897.8990,0.0438
1762170897.9493,0.0438
1762170897.9996,0.0438
1762170898.0599,0.0254
1762170898.0988,0.0254
1762170898.1489,0.0254
1762170898.2114,0.0358
1762170898.2496,0.0358
1762170898.2993,0.0358
1762170898.3628,0.0326
1762170898.4009,0.0326
1762170898.4502,0.0326
1762170898.5102,0.0219
1762170898.5495,0.0219
1762170898.5994,0.0219
1762170898.6497,0.0219
1762170898.7117,0.0563
1762170898.7494,0.0563
1762170898.7996,0.0563
1762170898.8617,-0.0171
1762170898.9002,-0.0171
1762170898.9491,-0.0171
1762170899.0092,0.0163
1762170899.0490,0.0163
1762170899.0996,0.0163
1762170899.1494,0.0163
1762170899.2119,0.0219
1762170899.2495,0.0219
1762170899.2997,0.0219
1762170899.3583,0.0128
1762170899.3994,0.0128
1762170899.4494,0.0128
1762170899.5117,0.0521
1762170899.5495,0.0521
1762170899.5995,0.0521
1762170899.6495,0.0521
1762170899.7121,0.0473
1762170899.7495,0.0473
1762170899.7996,0.0473
1762170899.8631,-0.0608
1762170899.8994,-0.0608
1762170899.9492,-0.0608
1762170900.0107,0.0047
1762170900.0495,0.0047
1762170900.0996,0.0047
1762170900.1495,0.0047
1762170900.2106,-0.0152
1762170900.2504,-0.0152
1762170900.2993,-0.0152
1762170900.3609,0.0135
1762170900.3994,0.0135
1762170900.4491,0.0135
1762170900.5113,-0.0166
1762170900.5501,-0.0166
1762170900.5993,-0.0166
1762170900.6495,-0.0166
1762170900.7083,-0.0572
1762170900.7496,-0.0572
1762170900.8092,-0.0434
1762170900.8496,-0.0434
1762170900.8993,-0.0434
1762170900.9501,-0.0434
1762170901.0114,-0.0121
1762170901.0493,-0.0121
1762170901.0997,-0.0121
1762170901.1622,-0.0438
1762170901.1992,-0.0438
1762170901.2493,-0.0438
1762170901.3100,-0.1363
1762170901.3496,-0.1363
1762170901.3996,-0.1363
1762170901.4496,-0.1363
1762170901.5111,-0.0132
1762170901.5491,-0.0132
1762170901.5996,-0.0132
1762170901.6619,-0.0938
1762170901.6994,-0.0938
1762170901.7494,-0.0938
1762170901.8113,-0.1296
1762170901.8484,-0.1296
1762170901.8993,-0.1296
1762170901.9494,-0.1296
1762170902.0120,-0.1046
1762170902.0501,-0.1046
1762170902.0993,-0.1046
1762170902.1606,-0.0791
1762170902.1992,-0.0791
1762170902.2496,-0.0791
1762170902.3113,-0.0844
1762170902.3494,-0.0844
1762170902.3996,-0.0844
1762170902.4599,-0.0952
1762170902.4995,-0.0952
1762170902.5495,-0.0952
1762170902.6061,-0.1029
1762170902.6493,-0.1029
1762170902.6994,-0.1029
1762170902.7509,-0.1029
1762170902.8116,-0.1138
1762170902.8494,-0.1138
1762170902.8997,-0.1138
1762170902.9621,-0.1299
1762170902.9993,-0.1299
1762170903.0492,-0.1299
1762170903.1082,-0.0990
1762170903.1492,-0.0990
1762170903.1984,-0.0990
1762170903.2491,-0.0990
1762170903.3111,-0.0761
1762170903.3485,-0.0761
1762170903.3994,-0.0761
1762170903.4609,-0.1221
1762170903.4993,-0.1221
1762170903.5494,-0.1221
1762170903.6112,-0.0742
1762170903.6492,-0.0742
