ros_time_s,Lecturas_ValidasVerde
1762170957.5759,7.0000
1762170957.7292,7.0000
1762170957.8860,5.0000
1762170958.0626,4.0000
1762170958.2170,6.0000
1762170958.3840,6.0000
1762170958.5380,5.0000
1762170958.7112,6.0000
1762170958.8642,6.0000
1762170959.0405,5.0000
1762170959.1948,7.0000
1762170959.3743,6.0000
1762170959.5296,6.0000
1762170959.6821,5.0000
1762170959.8624,6.0000
1762170960.0122,5.0000
1762170960.1903,4.0000
1762170960.3489,5.0000
1762170960.5031,4.0000
1762170960.6825,3.0000
1762170960.8358,4.0000
1762170961.0139,3.0000
1762170961.1701,4.0000
1762170961.3423,4.0000
1762170961.4901,6.0000
1762170961.6583,8.0000
1762170961.8302,7.0000
1762170961.9845,8.0000
1762170962.1623,8.0000
1762170962.3161,7.0000
1762170962.4696,7.0000
1762170962.6465,8.0000
1762170962.8018,6.0000
1762170962.9787,8.0000
1762170963.1337,7.0000
1762170963.3125,9.0000
1762170963.4677,10.0000
1762170963.6215,10.0000
1762170963.7926,10.0000
1762170963.9693,8.0000
1762170964.1116,10.0000
1762170964.2895,11.0000
1762170964.4445,6.0000
1762170964.6221,4.0000
1762170964.7768,4.0000
1762170964.9546,2.0000
1762170965.1102,2.0000
1762170965.2647,3.0000
1762170965.4422,2.0000
1762170965.6019,1.0000
1762170965.7553,1.0000
1762170965.9334,2.0000
1762170966.0912,2.0000
1762170966.2659,2.0000
1762170966.4136,2.0000
1762170966.5913,2.0000
1762170966.7588,2.0000
1762170966.9133,2.0000
1762170967.0903,3.0000
1762170967.2460,3.0000
1762170967.3985,3.0000
1762170967.5781,3.0000
1762170967.7320,3.0000
1762170967.8870,2.0000
1762170968.0652,3.0000
1762170968.2239,4.0000
1762170968.3782,3.0000
1762170968.5554,3.0000
1762170968.7106,3.0000
1762170968.8890,1.0000
1762170969.0433,3.0000
1762170969.2228,3.0000
