ros_time_s,Lecturas_ValidasRojo
1762169677.8298,1.0000
1762169677.9970,1.0000
1762169678.1606,2.0000
1762169678.3272,2.0000
1762169678.4990,2.0000
1762169678.6570,3.0000
1762169678.8253,3.0000
1762169678.9928,2.0000
1762169679.1636,3.0000
1762169679.3116,4.0000
1762169679.4976,3.0000
1762169679.6591,4.0000
1762169679.8278,4.0000
1762169679.9887,3.0000
1762169680.1555,4.0000
1762169680.3237,3.0000
1762169680.4844,3.0000
1762169680.6567,2.0000
1762169680.8098,4.0000
1762169680.9636,4.0000
1762169681.1458,3.0000
1762169681.2992,3.0000
1762169681.4758,3.0000
1762169681.6455,3.0000
1762169681.8084,4.0000
1762169681.9634,5.0000
1762169682.1414,4.0000
1762169682.3074,4.0000
1762169682.4536,5.0000
1762169682.6315,4.0000
1762169682.7996,4.0000
1762169682.9651,5.0000
1762169683.1082,4.0000
1762169683.2882,5.0000
1762169683.4415,5.0000
1762169683.6244,3.0000
1762169683.7786,3.0000
1762169683.9576,3.0000
1762169684.1014,1.0000
1762169684.2689,1.0000
1762169684.4463,2.0000
1762169684.5986,0.0000
1762169684.7777,0.0000
1762169684.9307,0.0000
1762169685.0869,1.0000
1762169685.2650,1.0000
1762169685.4312,1.0000
1762169685.5973,1.0000
1762169685.7467,0.0000
1762169685.9182,0.0000
1762169686.0980,0.0000
1762169686.2529,0.0000
1762169686.4071,0.0000
1762169686.5870,0.0000
1762169686.7395,0.0000
1762169686.9171,0.0000
1762169687.0670,0.0000
1762169687.2463,0.0000
1762169687.4067,0.0000
1762169687.5710,0.0000
1762169687.7255,0.0000
1762169687.8982,0.0000
1762169688.0753,0.0000
1762169688.2405,0.0000
1762169688.3934,0.0000
1762169688.5709,0.0000
1762169688.7253,0.0000
1762169688.8852,0.0000
1762169689.0629,0.0000
1762169689.2169,0.0000
1762169689.3853,0.0000
1762169689.5640,0.0000
1762169689.7175,0.0000
1762169689.8706,0.0000
1762169690.0489,0.0000
1762169690.2107,0.0000
1762169690.3689,0.0000
1762169690.5478,0.0000
1762169690.7023,0.0000
1762169690.8811,0.0000
1762169691.0566,0.0000
1762169691.2108,0.0000
1762169691.3888,0.0000
1762169691.5442,0.0000
1762169691.7204,0.0000
1762169691.8700,0.0000
1762169692.0445,0.0000
1762169692.1978,0.0000
1762169692.3769,0.0000
1762169692.5288,0.0000
1762169692.6974,0.0000
1762169692.8753,0.0000
1762169693.0492,0.0000
1762169693.2050,0.0000
1762169693.3838,0.0000
1762169693.5404,0.0000
1762169693.7155,0.0000
1762169693.8682,0.0000
1762169694.0266,0.0000
1762169694.2065,0.0000
1762169694.3663,0.0000
1762169694.5458,0.0000
1762169694.6993,0.0000
1762169694.8604,0.0000
1762169695.0409,0.0000
1762169695.1934,0.0000
1762169695.3609,0.0000
1762169695.5376,0.0000
1762169695.6921,0.0000
1762169695.8697,0.0000
1762169696.0274,0.0000
1762169696.2065,0.0000
1762169696.3609,0.0000
1762169696.5144,0.0000
1762169696.6939,0.0000
1762169696.8477,0.0000
1762169697.0183,0.0000
1762169697.1866,0.0000
1762169697.3648,0.0000
1762169697.5182,0.0000
1762169697.6900,0.0000
1762169697.8437,0.0000
1762169698.0268,0.0000
1762169698.1815,0.0000
1762169698.3610,0.0000
1762169698.5144,0.0000
1762169698.6875,0.0000
1762169698.8431,0.0000
1762169699.0211,0.0000
1762169699.1856,0.0000
1762169699.3403,0.0000
1762169699.5121,0.0000
1762169699.6659,0.0000
1762169699.8455,0.0000
1762169700.0089,0.0000
1762169700.1877,0.0000
1762169700.3428,0.0000
1762169700.4969,0.0000
1762169700.6733,0.0000
1762169700.8270,0.0000
1762169701.0079,0.0000
1762169701.1613,0.0000
1762169701.3416,0.0000
1762169701.4972,0.0000
1762169701.6712,0.0000
1762169701.8470,0.0000
1762169702.0014,0.0000
1762169702.1810,0.0000
1762169702.3376,0.0000
1762169702.4996,0.0000
1762169702.6742,0.0000
1762169702.8350,0.0000
1762169703.0077,0.0000
1762169703.1681,0.0000
1762169703.3485,0.0000
1762169703.4995,0.0000
1762169703.6782,0.0000
1762169703.8389,0.0000
1762169703.9942,0.0000
1762169704.1710,0.0000
1762169704.3264,0.0000
1762169704.4994,0.0000
1762169704.6691,0.0000
1762169704.8343,0.0000
1762169705.0107,0.0000
1762169705.1659,0.0000
1762169705.3337,0.0000
1762169705.5030,0.0000
1762169705.6642,0.0000
1762169705.8392,0.0000
1762169705.9968,0.0000
1762169706.1753,0.0000
1762169706.3267,0.0000
1762169706.4927,0.0000
1762169706.6728,0.0000
1762169706.8279,0.0000
1762169707.0082,0.0000
1762169707.1616,0.0000
1762169707.3236,0.0000
1762169707.5007,0.0000
1762169707.6641,0.0000
1762169707.8314,0.0000
1762169708.0075,0.0000
1762169708.1617,0.0000
1762169708.3415,0.0000
1762169708.4955,0.0000
1762169708.6556,0.0000
1762169708.8119,0.0000
1762169708.9868,0.0000
1762169709.1499,0.0000
1762169709.3313,0.0000
1762169709.4891,0.0000
1762169709.6652,0.0000
1762169709.8192,0.0000
1762169709.9927,0.0000
1762169710.1635,0.0000
1762169710.3166,0.0000
1762169710.4824,0.0000
1762169710.6594,0.0000
1762169710.8251,0.0000
1762169710.9732,0.0000
1762169711.1397,0.0000
1762169711.3268,0.0000
1762169711.4857,0.0000
1762169711.6450,0.0000
1762169711.8091,1.0000
1762169711.9901,0.0000
1762169712.1453,1.0000
1762169712.3147,1.0000
1762169712.4736,1.0000
1762169712.6514,1.0000
1762169712.7985,2.0000
1762169712.9808,2.0000
1762169713.1360,2.0000
1762169713.3118,3.0000
1762169713.4623,3.0000
1762169713.6426,4.0000
1762169713.8097,3.0000
1762169713.9598,3.0000
1762169714.1397,5.0000
1762169714.2993,3.0000
1762169714.4779,4.0000
1762169714.6318,4.0000
1762169714.8108,3.0000
1762169714.9625,3.0000
1762169715.1252,3.0000
1762169715.3019,3.0000
1762169715.4760,4.0000
1762169715.6301,4.0000
1762169715.8067,3.0000
1762169715.9604,3.0000
1762169716.1415,3.0000
1762169716.2964,4.0000
1762169716.4484,2.0000
1762169716.6156,3.0000
1762169716.7953,2.0000
1762169716.9485,3.0000
1762169717.1279,3.0000
1762169717.2826,4.0000
1762169717.4600,4.0000
1762169717.6144,5.0000
1762169717.7929,4.0000
1762169717.9478,4.0000
1762169718.1256,4.0000
1762169718.2802,5.0000
1762169718.4581,4.0000
1762169718.6128,5.0000
1762169718.7923,5.0000
1762169718.9458,5.0000
1762169719.1250,4.0000
1762169719.2794,4.0000
1762169719.4346,4.0000
1762169719.6122,4.0000
1762169719.7879,4.0000
1762169719.9422,4.0000
1762169720.0974,3.0000
1762169720.2766,3.0000
1762169720.4296,2.0000
1762169720.6095,2.0000
1762169720.7652,1.0000
1762169720.9515,1.0000
1762169721.1108,1.0000
1762169721.2666,0.0000
1762169721.4479,0.0000
1762169721.6080,0.0000
1762169721.7641,0.0000
1762169721.9445,0.0000
1762169722.1032,0.0000
1762169722.2703,0.0000
1762169722.4274,0.0000
1762169722.6022,0.0000
1762169722.7678,0.0000
1762169722.9378,0.0000
1762169723.0953,0.0000
1762169723.2731,0.0000
1762169723.4413,0.0000
1762169723.5987,0.0000
1762169723.7707,0.0000
1762169723.9255,0.0000
1762169724.0963,0.0000
1762169724.2493,0.0000
1762169724.4283,0.0000
1762169724.5973,0.0000
1762169724.7508,0.0000
1762169724.9109,0.0000
1762169725.0822,0.0000
1762169725.2429,0.0000
1762169725.4106,0.0000
1762169725.5746,0.0000
1762169725.7385,0.0000
1762169725.9024,0.0000
1762169726.0826,0.0000
1762169726.2496,0.0000
1762169726.4036,0.0000
1762169726.5826,0.0000
1762169726.7460,0.0000
1762169726.9044,0.0000
1762169727.0881,0.0000
1762169727.2320,0.0000
1762169727.4192,0.0000
1762169727.5720,0.0000
1762169727.7394,0.0000
1762169727.9181,0.0000
1762169728.0770,0.0000
1762169728.2493,0.0000
1762169728.4023,0.0000
1762169728.5553,0.0000
1762169728.7330,0.0000
1762169728.9115,0.0000
1762169729.0739,0.0000
1762169729.2269,0.0000
1762169729.4047,0.0000
1762169729.5590,0.0000
1762169729.7287,0.0000
1762169729.8825,0.0000
1762169730.0597,0.0000
1762169730.2155,0.0000
1762169730.3774,0.0000
1762169730.5589,0.0000
1762169730.7135,0.0000
1762169730.8680,0.0000
1762169731.0477,0.0000
1762169731.2215,0.0000
1762169731.3763,0.0000
1762169731.5303,0.0000
1762169731.7152,0.0000
1762169731.8714,0.0000
1762169732.0406,0.0000
1762169732.1953,0.0000
1762169732.3723,0.0000
1762169732.5243,0.0000
1762169732.7048,0.0000
1762169732.8573,0.0000
1762169733.0129,0.0000
1762169733.1976,0.0000
1762169733.3554,0.0000
1762169733.5100,0.0000
1762169733.6872,0.0000
1762169733.8517,0.0000
1762169734.0073,0.0000
1762169734.1811,0.0000
1762169734.3366,0.0000
1762169734.5114,0.0000
1762169734.6686,0.0000
