ros_time_s,Imu_Error_yaw
1762168635.4855,-0.8127
1762168635.6636,-0.8007
1762168635.8187,-0.7898
1762168635.9983,-0.7767
1762168636.1512,-0.7647
1762168636.3299,-0.7647
1762168636.4839,-0.7527
1762168636.6625,-0.7428
1762168636.8166,-0.7330
1762168636.9964,-0.7243
1762168637.1493,-0.7123
1762168637.3287,-0.7123
1762168637.4906,-0.7014
1762168637.6437,-0.6905
1762168637.8220,-0.6850
1762168637.9777,-0.6796
1762168638.1448,-0.6709
1762168638.3081,-0.6709
1762168638.4882,-0.6610
1762168638.6491,-0.6501
1762168638.8289,-0.6392
1762168638.9840,-0.6316
1762168639.1514,-0.6229
1762168639.3311,-0.6229
1762168639.4847,-0.6130
1762168639.6643,-0.6032
1762168639.8192,-0.5901
1762168639.9963,-0.5749
1762168640.1512,-0.5607
1762168640.3270,-0.5607
1762168640.4869,-0.5443
1762168640.6585,-0.5301
1762168640.8189,-0.5203
1762168640.9980,-0.5105
1762168641.1513,-0.4974
1762168641.3203,-0.4974
1762168641.4972,-0.4832
1762168641.6500,-0.4680
1762168641.8302,-0.4516
1762168642.0095,-0.4407
1762168642.1635,-0.4276
1762168642.3409,-0.4276
1762168642.4963,-0.4112
1762168642.6747,-0.3971
1762168642.8297,-0.3851
1762168643.0066,-0.3785
1762168643.1851,-0.3774
1762168643.3389,-0.3774
1762168643.5173,-0.3763
1762168643.6699,-0.3763
1762168643.8502,-0.3752
1762168644.0036,-0.3698
1762168644.1836,-0.3600
1762168644.3381,-0.3600
1762168644.5102,-0.3501
1762168644.6907,-0.3425
1762168644.8434,-0.3327
1762168645.0226,-0.3283
1762168645.1792,-0.3218
1762168645.3575,-0.3218
1762168645.5119,-0.3163
1762168645.6825,-0.3087
1762168645.8593,-0.3011
1762168646.0403,-0.2923
1762168646.1946,-0.2836
1762168646.3732,-0.2836
1762168646.5249,-0.2738
1762168646.7020,-0.2651
1762168646.8565,-0.2542
1762168647.0373,-0.2443
1762168647.2050,-0.2389
1762168647.3843,-0.2389
1762168647.5452,-0.2345
1762168647.7002,-0.2313
1762168647.8803,-0.2225
1762168648.0362,-0.2116
1762168648.2100,-0.2094
1762168648.3885,-0.2083
1762168648.5519,-0.2083
1762168648.7300,-0.2051
1762168648.8856,-0.2018
1762168649.0621,-0.1974
1762168649.2187,-0.1887
1762168649.3959,-0.1756
1762168649.5749,-0.1756
1762168649.7292,-0.1625
1762168649.8918,-0.1505
1762168650.0716,-0.1473
1762168650.2275,-0.1473
1762168650.4045,-0.1309
1762168650.5576,-0.1123
1762168650.7367,-0.1123
1762168650.9005,-0.0840
1762168651.0800,-0.0644
1762168651.2350,-0.0436
1762168651.4143,-0.0425
1762168651.5913,-0.0425
1762168651.7459,-0.0425
1762168651.9075,-0.0425
1762168652.0872,-0.0425
1762168652.2645,-0.0425
1762168652.4201,-0.0436
1762168652.5970,-0.0436
1762168652.7561,-0.0436
1762168652.9318,-0.0513
1762168653.0840,-0.0502
1762168653.2684,-0.0469
1762168653.4226,-0.0491
1762168653.5948,-0.0480
1762168653.7764,-0.0480
1762168653.9342,-0.0425
1762168654.0985,-0.0327
1762168654.2779,-0.0218
1762168654.4330,-0.0087
1762168654.6058,0.0055
1762168654.7803,0.0055
1762168654.9351,0.0087
1762168655.1168,0.0065
1762168655.2728,0.0087
1762168655.4493,0.0109
1762168655.6156,0.0109
1762168655.7715,0.0109
1762168655.9445,0.0109
1762168656.1197,0.0087
1762168656.2759,0.0087
1762168656.4519,0.0055
1762168656.6057,0.0033
1762168656.7848,0.0000
1762168656.9396,-0.0054
1762168657.1026,-0.0054
1762168657.2829,-0.0131
1762168657.4365,-0.0185
1762168657.6156,-0.0338
1762168657.7699,-0.0382
1762168657.9401,-0.0382
1762168658.1089,-0.0436
1762168658.2835,-0.0469
1762168658.4358,-0.0545
1762168658.6199,-0.0545
1762168658.7758,-0.0676
1762168658.9534,-0.0785
1762168659.1084,-0.0916
1762168659.2881,-0.1156
1762168659.4410,-0.1156
1762168659.6205,-0.1374
1762168659.7763,-0.1527
1762168659.9429,-0.1625
1762168660.1038,-0.1625
1762168660.2780,-0.1669
1762168660.4431,-0.1680
1762168660.6113,-0.1691
1762168660.7969,-0.1756
1762168660.9514,-0.1756
1762168661.1290,-0.1843
1762168661.2841,-0.1996
1762168661.4627,-0.2160
1762168661.6166,-0.2334
1762168661.7903,-0.2334
1762168661.9460,-0.2400
1762168662.1252,-0.2454
1762168662.3027,-0.2509
1762168662.4574,-0.2531
1762168662.6357,-0.2531
1762168662.7903,-0.2509
1762168662.9641,-0.2454
1762168663.1247,-0.2432
1762168663.2871,-0.2400
1762168663.4539,-0.2400
1762168663.6270,-0.2411
1762168663.8001,-0.2400
1762168663.9634,-0.2356
1762168664.1250,-0.2356
1762168664.2946,-0.2247
1762168664.4758,-0.2160
1762168664.6295,-0.2127
1762168664.8070,-0.2073
1762168664.9616,-0.2073
1762168665.1410,-0.1931
1762168665.2942,-0.1800
1762168665.4739,-0.1636
1762168665.6287,-0.1527
1762168665.8062,-0.1527
1762168665.9785,-0.1451
1762168666.1312,-0.1374
1762168666.3093,-0.1287
1762168666.4689,-0.1189
1762168666.6469,-0.1189
1762168666.8269,-0.1080
1762168666.9808,-0.0971
1762168667.1495,-0.0949
1762168667.3196,-0.0960
1762168667.4968,-0.0960
1762168667.6542,-0.0960
1762168667.8165,-0.1047
1762168667.9848,-0.1080
1762168668.1633,-0.1145
1762168668.3228,-0.1145
1762168668.4990,-0.1189
1762168668.6684,-0.1222
1762168668.8227,-0.1276
1762168668.9964,-0.1407
1762168669.1721,-0.1407
1762168669.3269,-0.1516
1762168669.5046,-0.1527
1762168669.6575,-0.1571
1762168669.8275,-0.1647
1762168669.9918,-0.1647
1762168670.1717,-0.1745
1762168670.3251,-0.1953
1762168670.5063,-0.2149
1762168670.6613,-0.2356
1762168670.8389,-0.2356
1762168670.9926,-0.2553
1762168671.1714,-0.2672
1762168671.3266,-0.2738
1762168671.4966,-0.2814
1762168671.6756,-0.2814
1762168671.8207,-0.2880
1762168671.9886,-0.2967
1762168672.1569,-0.3065
1762168672.3257,-0.3163
1762168672.4860,-0.3163
1762168672.6664,-0.3283
1762168672.8199,-0.3458
1762168672.9911,-0.3523
1762168673.1708,-0.3676
1762168673.3218,-0.3676
1762168673.5092,-0.3796
1762168673.6642,-0.3916
1762168673.8428,-0.3894
1762168673.9969,-0.3829
1762168674.1559,-0.3829
1762168674.3336,-0.3698
1762168674.4884,-0.3523
1762168674.6626,-0.3240
1762168674.8401,-0.2934
1762168674.9957,-0.2934
1762168675.1742,-0.2945
1762168675.3398,-0.2782
1762168675.4932,-0.2607
1762168675.6723,-0.2454
1762168675.8399,-0.2313
1762168675.9957,-0.2313
1762168676.1670,-0.2160
1762168676.3448,-0.1985
1762168676.4929,-0.1800
1762168676.6721,-0.1669
1762168676.8263,-0.1669
1762168677.0025,-0.1560
1762168677.1702,-0.1505
1762168677.3240,-0.1473
1762168677.5044,-0.1473
1762168677.6616,-0.1440
1762168677.8339,-0.1440
1762168677.9896,-0.1363
1762168678.1730,-0.1287
1762168678.3266,-0.1287
1762168678.4929,-0.1211
1762168678.6712,-0.1123
1762168678.8257,-0.1036
