ros_time_s,Lidar_Left
1762175012.3910,1.0956
1762175012.6686,1.1179
1762175012.9000,1.1389
1762175013.1227,1.1122
1762175013.3485,1.1008
1762175013.5603,1.0988
1762175013.7348,1.0958
1762175013.9376,1.1358
1762175014.1174,1.1056
1762175014.2886,1.1070
1762175014.4765,1.1832
1762175014.6567,1.0851
1762175014.8112,1.0717
1762175014.9902,1.0762
1762175015.1695,1.1486
1762175015.3193,1.1282
1762175015.4999,1.1995
1762175015.6577,1.1511
1762175015.8283,1.1356
1762175015.9883,1.2024
1762175016.1483,1.1774
1762175016.3161,1.1576
1762175016.4711,1.0865
1762175016.6391,1.1498
1762175016.7985,1.1161
1762175016.9711,1.1808
1762175017.1258,1.0921
1762175017.3031,1.1212
1762175017.4595,1.1787
1762175017.6211,1.0905
1762175017.7915,1.1501
1762175017.9508,1.1636
1762175018.1166,1.1884
1762175018.2829,1.2160
1762175018.4421,1.1209
1762175018.6044,1.1473
1762175018.7686,1.1656
1762175018.9335,1.1565
1762175019.0874,1.2356
1762175019.2470,1.1879
1762175019.4210,1.2176
1762175019.5815,1.2005
1762175019.7456,1.1491
1762175019.9040,1.2383
1762175020.0836,1.1348
1762175020.2338,1.2195
1762175020.4070,1.1408
1762175020.5654,1.2099
1762175020.7196,1.1976
1762175020.8946,1.1495
1762175021.0599,1.1354
1762175021.2152,1.1192
1762175021.3739,1.1610
1762175021.5460,1.1505
1762175021.7005,1.1429
1762175021.8664,1.1203
1762175022.0305,1.1814
1762175022.1863,1.1381
1762175022.3458,1.1190
1762175022.5101,1.1654
1762175022.6890,1.1233
1762175022.8378,1.1261
1762175022.9919,1.1296
1762175023.1735,1.1158
1762175023.3208,1.1182
1762175023.4834,1.1771
1762175023.6482,1.1944
1762175023.8152,1.1617
1762175023.9678,1.2124
1762175024.1369,1.2005
1762175024.2911,1.1990
1762175024.4708,1.1804
1762175024.6190,1.2016
1762175024.7970,1.2171
1762175024.9514,1.2224
1762175025.1073,1.1887
1762175025.2620,1.1648
1762175025.4286,1.1893
1762175025.5891,1.1460
1762175025.7550,1.1793
1762175025.9337,1.1516
1762175026.0864,1.1742
1762175026.2393,1.1676
1762175026.4020,1.2007
1762175026.5788,1.1354
1762175026.7222,1.1680
1762175026.8854,1.1871
1762175027.0521,1.1287
1762175027.2041,1.1905
1762175027.3661,1.1282
1762175027.5367,1.1643
1762175027.7141,1.1352
1762175027.8562,1.1299
1762175028.0198,1.1167
1762175028.1840,1.1494
1762175028.3645,1.1827
1762175028.5185,1.1304
1762175028.6802,1.1354
1762175028.8352,1.1273
1762175028.9912,1.1354
1762175029.1554,1.1784
1762175029.3354,1.1285
1762175029.4918,1.0264
1762175029.6563,1.0850
1762175029.8097,1.1428
1762175029.9763,1.1414
1762175030.1282,1.1611
1762175030.3082,1.0846
1762175030.4607,1.1541
1762175030.6144,1.0748
1762175030.7749,1.0977
1762175030.9463,1.1105
1762175031.1158,1.1544
1762175031.2702,1.0907
1762175031.4186,1.1206
1762175031.5961,1.1345
1762175031.7414,1.1537
1762175031.9202,1.1459
1762175032.0642,1.1764
1762175032.2377,1.1733
1762175032.3870,1.1595
1762175032.5573,1.1490
1762175032.7074,1.1711
1762175032.8883,1.1395
1762175033.0424,1.1577
1762175033.1956,1.1445
1762175033.3739,1.1265
1762175033.5288,1.1008
1762175033.6829,1.1629
1762175033.8621,1.1286
1762175034.0168,1.1164
1762175034.1876,1.1315
1762175034.3408,1.1385
1762175034.4963,1.1498
1762175034.6632,1.2054
1762175034.8164,1.2148
1762175034.9963,1.1975
1762175035.1501,1.2120
1762175035.3033,1.2031
1762175035.4818,1.1424
1762175035.6369,1.2056
1762175035.7909,1.1604
1762175035.9617,1.1760
1762175036.1272,1.1973
1762175036.2823,1.1191
1762175036.4357,1.1899
1762175036.6136,1.1845
1762175036.7663,1.1467
1762175036.9444,1.1866
1762175037.0885,1.1325
1762175037.2665,1.1491
1762175037.4204,1.1535
1762175037.5749,1.1585
1762175037.7532,1.1749
1762175037.9065,1.1709
1762175038.0582,1.1931
1762175038.2236,1.1883
1762175038.3857,1.1971
1762175038.5466,1.1659
1762175038.7263,1.1785
1762175038.8762,1.1790
1762175039.0305,1.1395
1762175039.1972,1.1372
1762175039.3750,1.1724
1762175039.5207,1.1899
1762175039.6854,1.1239
1762175039.8422,1.1804
1762175040.0041,1.1650
1762175040.1641,1.1752
1762175040.3247,1.1562
1762175040.4913,1.1643
1762175040.6508,1.1430
1762175040.8304,1.1281
1762175040.9830,1.1722
1762175041.1426,1.1816
1762175041.2985,1.1492
1762175041.4661,1.1264
1762175041.6187,1.1809
1762175041.7971,1.1551
1762175041.9516,1.1469
1762175042.1053,1.1590
1762175042.2841,1.1113
1762175042.4338,1.1479
1762175042.5954,1.1425
1762175042.7543,1.1400
1762175042.9077,1.1235
1762175043.0864,1.1385
1762175043.2336,1.1307
1762175043.4040,1.1286
1762175043.5638,1.1348
