ros_time_s,Imu_Error_yaw
1762175012.3910,0.0000
1762175012.6686,0.0000
1762175012.9000,-0.0011
1762175013.1227,-0.0011
1762175013.3485,-0.0011
1762175013.5603,-0.0011
1762175013.7348,-0.0011
1762175013.9376,-0.0011
1762175014.1174,-0.0011
1762175014.2886,-0.0011
1762175014.4765,-0.0011
1762175014.6567,-0.0011
1762175014.8112,-0.0011
1762175014.9902,-0.0011
1762175015.1695,-0.0011
1762175015.3193,-0.0011
1762175015.4999,0.0000
1762175015.6577,0.0000
1762175015.8283,0.0022
1762175015.9883,-0.0011
1762175016.1483,-0.0022
1762175016.3161,-0.0054
1762175016.4711,-0.0054
1762175016.6391,-0.0054
1762175016.7985,-0.0054
1762175016.9711,-0.0044
1762175017.1258,0.0000
1762175017.3031,0.0000
1762175017.4595,0.0000
1762175017.6211,-0.0022
1762175017.7915,-0.0033
1762175017.9508,-0.0022
1762175018.1166,-0.0022
1762175018.2829,-0.0065
1762175018.4421,-0.0098
1762175018.6044,-0.0109
1762175018.7686,-0.0098
1762175018.9335,-0.0098
1762175019.0874,-0.0011
1762175019.2470,0.0044
1762175019.4210,0.0022
1762175019.5815,0.0022
1762175019.7456,0.0022
1762175019.9040,0.0011
1762175020.0836,0.0011
1762175020.2338,0.0065
1762175020.4070,0.0065
1762175020.5654,0.0109
1762175020.7196,0.0164
1762175020.8946,0.0186
1762175021.0599,0.0186
1762175021.2152,0.0251
1762175021.3739,0.0284
1762175021.5460,0.0360
1762175021.7005,0.0426
1762175021.8664,0.0426
1762175022.0305,0.0447
1762175022.1863,0.0480
1762175022.3458,0.0480
1762175022.5101,0.0502
1762175022.6890,0.0491
1762175022.8378,0.0502
1762175022.9919,0.0469
1762175023.1735,0.0469
1762175023.3208,0.0415
1762175023.4834,0.0415
1762175023.6482,0.0404
1762175023.8152,0.0404
1762175023.9678,0.0360
1762175024.1369,0.0295
1762175024.2911,0.0262
1762175024.4708,0.0262
1762175024.6190,0.0229
1762175024.7970,0.0229
1762175024.9514,0.0240
1762175025.1073,0.0251
1762175025.2620,0.0251
1762175025.4286,0.0273
1762175025.5891,0.0273
1762175025.7550,0.0295
1762175025.9337,0.0295
1762175026.0864,0.0305
1762175026.2393,0.0360
1762175026.4020,0.0404
1762175026.5788,0.0404
1762175026.7222,0.0447
1762175026.8854,0.0502
1762175027.0521,0.0545
1762175027.2041,0.0545
1762175027.3661,0.0578
1762175027.5367,0.0589
1762175027.7141,0.0622
1762175027.8562,0.0622
1762175028.0198,0.0655
1762175028.1840,0.0698
1762175028.3645,0.0720
1762175028.5185,0.0720
1762175028.6802,0.0753
1762175028.8352,0.0753
1762175028.9912,0.0753
1762175029.1554,0.0753
1762175029.3354,0.0753
1762175029.4918,0.0753
1762175029.6563,0.0731
1762175029.8097,0.0731
1762175029.9763,0.0709
1762175030.1282,0.0698
1762175030.3082,0.0676
1762175030.4607,0.0676
1762175030.6144,0.0622
1762175030.7749,0.0545
1762175030.9463,0.0524
1762175031.1158,0.0524
1762175031.2702,0.0480
1762175031.4186,0.0436
1762175031.5961,0.0382
1762175031.7414,0.0382
1762175031.9202,0.0316
1762175032.0642,0.0273
1762175032.2377,0.0207
1762175032.3870,0.0207
1762175032.5573,0.0142
1762175032.7074,0.0065
1762175032.8883,-0.0022
1762175033.0424,-0.0054
1762175033.1956,-0.0054
1762175033.3739,-0.0087
1762175033.5288,-0.0098
1762175033.6829,-0.0109
1762175033.8621,-0.0109
1762175034.0168,-0.0131
1762175034.1876,-0.0131
1762175034.3408,-0.0131
1762175034.4963,-0.0131
1762175034.6632,-0.0131
1762175034.8164,-0.0142
1762175034.9963,-0.0196
1762175035.1501,-0.0251
1762175035.3033,-0.0251
1762175035.4818,-0.0305
1762175035.6369,-0.0316
1762175035.7909,-0.0316
1762175035.9617,-0.0316
1762175036.1272,-0.0305
1762175036.2823,-0.0284
1762175036.4357,-0.0262
1762175036.6136,-0.0251
1762175036.7663,-0.0251
1762175036.9444,-0.0218
1762175037.0885,-0.0185
1762175037.2665,-0.0142
1762175037.4204,-0.0142
1762175037.5749,-0.0076
1762175037.7532,-0.0011
1762175037.9065,0.0033
1762175038.0582,0.0033
1762175038.2236,0.0033
1762175038.3857,0.0033
1762175038.5466,0.0055
1762175038.7263,0.0055
1762175038.8762,0.0098
1762175039.0305,0.0142
1762175039.1972,0.0207
1762175039.3750,0.0207
1762175039.5207,0.0273
1762175039.6854,0.0338
1762175039.8422,0.0404
1762175040.0041,0.0404
1762175040.1641,0.0404
1762175040.3247,0.0415
1762175040.4913,0.0426
1762175040.6508,0.0426
1762175040.8304,0.0447
1762175040.9830,0.0491
1762175041.1426,0.0535
1762175041.2985,0.0535
1762175041.4661,0.0589
1762175041.6187,0.0655
1762175041.7971,0.0698
1762175041.9516,0.0698
1762175042.1053,0.0753
1762175042.2841,0.0764
1762175042.4338,0.0796
1762175042.5954,0.0796
1762175042.7543,0.0807
1762175042.9077,0.0840
1762175043.0864,0.0884
1762175043.2336,0.0884
1762175043.4040,0.0916
1762175043.5638,0.0949
1762175043.7178,0.0927
1762175043.8867,0.0927
1762175044.0485,0.0905
1762175044.2075,0.0873
1762175044.3802,0.0829
1762175044.5293,0.0785
1762175044.6944,0.0785
1762175044.8680,0.0753
1762175045.0218,0.0731
1762175045.1897,0.0698
1762175045.3439,0.0665
1762175045.5117,0.0665
1762175045.6705,0.0655
1762175045.8313,0.0655
1762175045.9965,0.0720
1762175046.1583,0.0720
1762175046.3156,0.0829
1762175046.4833,0.0938
1762175046.6552,0.0938
1762175046.8073,0.1025
1762175046.9727,0.1025
1762175047.1367,0.1102
1762175047.2915,0.1124
1762175047.4563,0.1145
1762175047.6105,0.1145
1762175047.7813,0.1156
1762175047.9464,0.1145
1762175048.1072,0.1145
1762175048.2703,0.1145
1762175048.4330,0.1102
1762175048.5920,0.1058
1762175048.7526,0.1069
1762175048.9133,0.1025
1762175049.0765,0.1025
1762175049.2372,0.0971
1762175049.4006,0.0884
1762175049.5773,0.0818
1762175049.7257,0.0818
1762175049.8870,0.0775
1762175050.0526,0.0687
1762175050.2157,0.0622
1762175050.3864,0.0622
1762175050.5399,0.0535
1762175050.6975,0.0447
1762175050.8619,0.0436
1762175051.0299,0.0436
1762175051.1870,0.0415
1762175051.3536,0.0415
1762175051.5125,0.0415
1762175051.6798,0.0415
1762175051.8348,0.0404
1762175052.0058,0.0404
1762175052.1597,0.0382
1762175052.3257,0.0382
1762175052.4848,0.0338
1762175052.6409,0.0273
1762175052.8184,0.0273
1762175052.9809,0.0218
1762175053.1376,0.0196
1762175053.2952,0.0142
1762175053.4638,0.0087
1762175053.6275,0.0087
1762175053.7835,0.0055
1762175053.9507,0.0000
1762175054.1165,-0.0022
1762175054.2790,-0.0022
1762175054.4385,-0.0065
1762175054.6035,-0.0153
1762175054.7668,-0.0175
1762175054.9292,-0.0175
1762175055.0914,-0.0185
1762175055.2454,-0.0240
1762175055.4084,-0.0305
1762175055.5709,-0.0415
1762175055.7325,-0.0415
1762175055.8875,-0.0513
1762175056.0510,-0.0622
1762175056.2058,-0.0622
1762175056.3729,-0.0709
1762175056.5332,-0.0796
1762175056.6938,-0.0949
1762175056.8539,-0.0949
1762175057.0196,-0.1080
1762175057.1689,-0.1178
1762175057.3356,-0.1309
1762175057.4956,-0.1309
1762175057.6486,-0.1396
1762175057.8135,-0.1473
1762175057.9769,-0.1516
1762175058.1347,-0.1549
1762175058.2984,-0.1549
1762175058.4696,-0.1571
1762175058.6223,-0.1582
1762175058.7871,-0.1614
1762175058.9409,-0.1614
1762175059.0955,-0.1647
1762175059.2684,-0.1702
1762175059.4193,-0.1745
1762175059.5959,-0.1745
1762175059.7555,-0.1811
1762175059.9253,-0.1844
1762175060.0807,-0.1887
1762175060.2270,-0.1887
1762175060.4053,-0.1909
1762175060.5646,-0.1909
1762175060.7163,-0.1920
1762175060.8815,-0.1920
1762175061.0466,-0.1953
1762175061.2110,-0.1985
1762175061.3659,-0.2018
1762175061.5473,-0.2018
1762175061.7024,-0.2007
1762175061.8675,-0.2018
1762175062.0213,-0.2029
1762175062.1795,-0.2040
1762175062.3401,-0.2040
1762175062.4987,-0.2094
1762175062.6638,-0.2149
1762175062.8444,-0.2193
1762175062.9869,-0.2193
1762175063.1484,-0.2203
1762175063.3086,-0.2214
1762175063.4770,-0.2214
1762175063.6291,-0.2214
1762175063.8075,-0.2203
1762175063.9624,-0.2193
1762175064.1277,-0.2182
1762175064.2858,-0.2182
1762175064.4348,-0.2193
1762175064.5963,-0.2225
1762175064.7725,-0.2280
1762175064.9302,-0.2280
1762175065.0908,-0.2356
1762175065.2524,-0.2411
1762175065.4119,-0.2476
1762175065.5685,-0.2476
1762175065.7236,-0.2564
1762175065.9011,-0.2640
1762175066.0473,-0.2738
1762175066.2070,-0.2738
1762175066.3690,-0.2782
1762175066.5309,-0.2814
1762175066.6914,-0.2858
1762175066.8576,-0.2858
1762175067.0135,-0.2912
1762175067.1797,-0.2967
1762175067.3399,-0.2978
1762175067.4946,-0.2978
1762175067.6538,-0.3000
1762175067.8133,-0.3011
1762175067.9781,-0.2956
1762175068.1435,-0.2956
1762175068.2973,-0.2858
1762175068.4747,-0.2793
1762175068.7050,-0.2771
1762175068.8654,-0.2793
1762175069.0239,-0.2793
1762175069.1948,-0.2793
1762175069.3551,-0.2782
1762175069.5048,-0.2782
1762175069.6691,-0.2771
1762175069.8310,-0.2760
1762175070.0079,-0.2760
1762175070.1542,-0.2727
1762175070.3292,-0.2727
1762175070.4759,-0.2727
1762175070.6369,-0.2705
1762175070.8181,-0.2705
1762175070.9605,-0.2694
1762175071.1333,-0.2662
1762175071.2871,-0.2662
1762175071.4677,-0.2662
1762175071.6100,-0.2673
1762175071.7786,-0.2673
1762175071.9331,-0.2673
1762175072.1100,-0.2662
1762175072.2768,-0.2662
1762175072.4304,-0.2662
1762175072.5803,-0.2651
1762175072.7431,-0.2640
1762175072.9018,-0.2629
1762175073.0803,-0.2629
1762175073.2340,-0.2662
1762175073.3872,-0.2694
1762175073.5680,-0.2705
1762175073.7158,-0.2640
1762175073.8949,-0.2640
1762175074.0352,-0.2542
1762175074.1952,-0.2411
1762175074.3736,-0.2280
1762175074.5274,-0.2280
1762175074.6815,-0.2193
1762175074.8487,-0.2105
1762175075.0041,-0.2062
1762175075.1636,-0.2062
1762175075.3256,-0.2029
1762175075.4869,-0.1964
1762175075.6476,-0.1920
1762175075.8264,-0.1920
1762175075.9731,-0.1865
1762175076.1340,-0.1800
1762175076.3147,-0.1800
1762175076.4577,-0.1702
1762175076.6204,-0.1647
1762175076.7834,-0.1593
1762175076.9615,-0.1593
1762175077.1219,-0.1560
1762175077.2749,-0.1560
1762175077.4413,-0.1516
1762175077.6123,-0.1505
1762175077.7610,-0.1505
1762175077.9341,-0.1473
1762175078.1007,-0.1462
1762175078.2579,-0.1440
1762175078.4261,-0.1440
1762175078.5686,-0.1418
1762175078.7321,-0.1374
1762175078.8900,-0.1374
1762175079.0681,-0.1309
1762175079.2221,-0.1233
1762175079.3795,-0.1211
1762175079.5574,-0.1145
1762175079.7005,-0.1145
1762175079.8789,-0.1091
1762175080.0346,-0.1080
1762175080.1891,-0.1047
1762175080.3695,-0.1047
1762175080.5179,-0.1069
1762175080.6756,-0.1091
1762175080.8537,-0.1102
1762175081.0078,-0.1102
1762175081.1621,-0.1102
1762175081.3420,-0.1091
1762175081.4946,-0.1069
1762175081.6512,-0.1069
1762175081.8092,-0.1025
1762175081.9895,-0.0982
1762175082.1435,-0.1004
1762175082.2971,-0.1014
1762175082.4576,-0.1014
1762175082.6271,-0.0993
1762175082.7956,-0.0927
1762175082.9480,-0.0829
1762175083.1115,-0.0829
1762175083.2706,-0.0731
1762175083.4484,-0.0633
1762175083.6036,-0.0556
1762175083.7694,-0.0556
1762175083.9150,-0.0502
1762175084.0934,-0.0458
1762175084.2556,-0.0382
1762175084.4178,-0.0382
1762175084.5803,-0.0338
1762175084.7392,-0.0262
1762175084.8941,-0.0207
1762175085.0558,-0.0207
1762175085.2255,-0.0175
1762175085.3804,-0.0109
1762175085.5339,-0.0022
1762175085.7139,-0.0022
1762175085.8536,0.0044
1762175086.0192,0.0109
1762175086.1911,0.0175
1762175086.3454,0.0175
1762175086.5099,0.0196
1762175086.6698,0.0229
1762175086.8234,0.0273
1762175086.9919,0.0273
1762175087.1675,0.0305
1762175087.3130,0.0338
1762175087.4905,0.0338
1762175087.6330,0.0338
1762175087.8095,0.0360
1762175087.9782,0.0404
1762175088.1400,0.0458
1762175088.2939,0.0458
1762175088.4604,0.0480
1762175088.6251,0.0524
1762175088.7793,0.0556
1762175088.9342,0.0578
1762175089.1079,0.0578
1762175089.2669,0.0611
1762175089.4278,0.0611
1762175089.5749,0.0611
1762175089.7538,0.0611
1762175089.9100,0.0633
1762175090.0731,0.0644
1762175090.2394,0.0644
1762175090.3924,0.0644
1762175090.5431,0.0687
1762175090.7220,0.0698
1762175090.8758,0.0698
1762175091.0342,0.0731
1762175091.1888,0.0742
1762175091.3424,0.0764
1762175091.5157,0.0764
1762175091.6706,0.0785
1762175091.8441,0.0796
1762175092.0051,0.0851
1762175092.1666,0.0905
1762175092.3068,0.0905
1762175092.4804,0.0927
1762175092.6353,0.0916
1762175092.8127,0.0905
1762175092.9672,0.0905
1762175093.1218,0.0927
1762175093.3001,0.0905
1762175093.4557,0.0862
1762175093.6208,0.0862
1762175093.7755,0.0818
1762175093.9410,0.0742
1762175094.1029,0.0687
1762175094.2554,0.0687
1762175094.4219,0.0644
1762175094.5881,0.0611
1762175094.7415,0.0556
1762175094.8966,0.0556
1762175095.0699,0.0491
1762175095.2318,0.0447
1762175095.3962,0.0436
1762175095.5512,0.0436
1762175095.7195,0.0415
1762175095.8767,0.0382
1762175096.0268,0.0338
1762175096.2013,0.0338
1762175096.3552,0.0305
1762175096.5075,0.0262
1762175096.6629,0.0196
1762175096.8433,0.0196
1762175096.9982,0.0131
1762175097.1470,0.0098
1762175097.3248,0.0044
1762175097.4804,0.0044
1762175097.6271,0.0000
1762175097.8048,-0.0076
1762175097.9459,-0.0131
1762175098.1177,-0.0131
1762175098.2675,-0.0196
1762175098.4477,-0.0262
1762175098.5876,-0.0284
1762175098.7670,-0.0284
1762175098.9207,-0.0316
1762175099.0674,-0.0338
1762175099.2452,-0.0349
1762175099.4103,-0.0371
1762175099.5495,-0.0371
1762175099.7265,-0.0382
1762175099.8803,-0.0404
1762175100.0309,-0.0404
1762175100.2041,-0.0415
1762175100.3614,-0.0458
1762175100.5239,-0.0469
1762175100.6756,-0.0502
1762175100.8345,-0.0502
1762175101.0202,-0.0556
1762175101.1738,-0.0589
1762175101.3277,-0.0676
1762175101.5054,-0.0676
1762175101.6654,-0.0753
1762175101.8191,-0.0818
1762175101.9896,-0.0927
1762175102.1388,-0.0927
1762175102.2980,-0.1036
1762175102.4611,-0.1113
1762175102.6214,-0.1211
1762175102.7836,-0.1211
1762175102.9373,-0.1265
1762175103.1141,-0.1342
1762175103.2635,-0.1451
1762175103.4248,-0.1527
1762175103.5890,-0.1527
1762175103.7423,-0.1614
1762175103.9063,-0.1691
1762175104.0678,-0.1756
1762175104.2274,-0.1756
1762175104.3950,-0.1844
1762175104.5490,-0.1909
1762175104.7140,-0.1920
1762175104.8741,-0.1920
1762175105.0418,-0.1931
1762175105.1994,-0.1974
1762175105.3652,-0.2029
1762175105.5413,-0.2084
1762175105.6876,-0.2084
1762175105.8617,-0.2149
1762175106.0073,-0.2247
1762175106.1622,-0.2247
1762175106.3307,-0.2324
1762175106.4854,-0.2378
1762175106.6466,-0.2422
1762175106.8098,-0.2422
1762175106.9667,-0.2433
1762175107.1452,-0.2422
1762175107.2884,-0.2443
1762175107.4704,-0.2454
1762175107.6296,-0.2454
1762175107.7732,-0.2465
1762175107.9316,-0.2476
1762175108.0933,-0.2476
1762175108.2530,-0.2498
1762175108.4141,-0.2574
1762175108.5768,-0.2596
1762175108.7350,-0.2629
1762175108.9178,-0.2629
1762175109.0722,-0.2596
1762175109.2274,-0.2585
1762175109.3895,-0.2596
1762175109.5422,-0.2596
1762175109.7143,-0.2585
1762175109.8674,-0.2564
1762175110.0266,-0.2520
1762175110.2043,-0.2520
1762175110.3625,-0.2498
1762175110.5145,-0.2433
1762175110.6690,-0.2378
1762175110.8497,-0.2378
1762175111.0010,-0.2345
1762175111.1545,-0.2302
1762175111.3329,-0.2258
1762175111.4938,-0.2258
1762175111.6481,-0.2160
1762175111.8038,-0.2094
1762175111.9596,-0.2051
1762175112.1267,-0.2051
1762175112.2806,-0.2018
1762175112.4357,-0.1964
1762175112.5964,-0.1876
1762175112.7732,-0.1876
1762175112.9291,-0.1800
1762175113.0804,-0.1767
1762175113.2416,-0.1702
1762175113.4187,-0.1702
1762175113.5728,-0.1680
1762175113.7267,-0.1691
1762175113.8812,-0.1702
1762175114.0526,-0.1702
1762175114.2005,-0.1767
1762175114.3796,-0.1844
1762175114.5246,-0.1887
1762175114.7018,-0.1887
1762175114.8560,-0.1876
1762175115.0105,-0.1909
1762175115.1734,-0.1953
1762175115.3352,-0.1953
1762175115.4893,-0.2051
1762175115.6672,-0.2193
1762175115.8214,-0.2367
1762175115.9748,-0.2367
1762175116.1331,-0.2476
1762175116.2921,-0.2509
1762175116.4613,-0.2520
1762175116.6167,-0.2520
1762175116.7753,-0.2542
1762175116.9331,-0.2542
1762175117.0935,-0.2553
1762175117.2714,-0.2553
1762175117.4157,-0.2564
1762175117.5932,-0.2564
1762175117.7556,-0.2564
1762175117.9087,-0.2564
1762175118.0739,-0.2542
1762175118.2169,-0.2542
1762175118.3878,-0.2531
1762175118.5515,-0.2531
1762175118.6966,-0.2498
1762175118.8746,-0.2433
1762175119.0166,-0.2400
1762175119.1963,-0.2400
1762175119.3499,-0.2400
1762175119.5043,-0.2367
1762175119.6820,-0.2313
1762175119.8412,-0.2247
1762175119.9954,-0.2247
1762175120.1532,-0.2203
1762175120.3141,-0.2193
1762175120.4630,-0.2225
1762175120.6240,-0.2225
1762175120.7881,-0.2236
1762175120.9471,-0.2269
1762175121.1131,-0.2258
1762175121.2730,-0.2258
1762175121.4270,-0.2269
1762175121.5958,-0.2247
1762175121.7546,-0.2225
1762175121.9100,-0.2225
1762175122.0826,-0.2225
1762175122.2359,-0.2236
